Name,Team,BB%,K%,ISO,BABIP,AVG,OBP,SLG,wOBA,wRC+,BsR,Off,WAR,OPS+,PA_scaled,Num,BIP%,PutAway%,HR_scaled,R_scaled,RBI_scaled,Num_Ordi,Team_Ordi,CPBL
Gleyber Torres,DET,13.5,16.1,0.132,0.284,0.256,0.358,0.387,0.332,113.0,-3.4,6.1,2.6,97.3319689624139,3.876543209876543,,69.72993309324166,28.656533512511693,15.286624203821656,75.47770700636943,70.70063694267516,11.0,11.0,0
Xavier Edwards,MIA,7.9,14.2,0.07,0.33,0.283,0.343,0.353,0.308,95.0,3.5999999999999996,0.3000000000000007,2.5,84.98844482288033,3.8209876543209877,,71.3487938403461,31.30053271410418,2.9079159935379657,72.69789983844912,41.680129240710826,25.0,16.0,0
Christian Yelich,MIL,9.9,25.900000000000002,0.188,0.323,0.264,0.343,0.452,0.343,121.0,2.9,19.2,2.4,107.67435791290141,3.9753086419753085,,54.487530112367004,45.40297587920437,27.018633540372672,81.98757763975155,95.96273291925466,46.0,17.0,0
Jung Hoo Lee,SFG,7.6,11.5,0.141,0.291,0.266,0.327,0.407,0.32,107.0,3.5000000000000004,8.8,2.4,92.50668326521523,3.808641975308642,,76.8592407458234,22.9969751322324,7.779578606158832,70.98865478119936,53.48460291734198,21.0,26.0,0
Brent Rooker,ATH,9.3,22.2,0.217,0.302,0.262,0.335,0.479,0.349,122.0,-0.2,17.9,2.4,111.43347713406885,4.314814814814815,,64.6123054141434,36.80221756313979,25.751072961373392,78.96995708154506,76.39484978540773,46.0,2.0,0
Spencer Torkelson,DET,11.1,26.0,0.217,0.283,0.24,0.333,0.456,0.339,118.0,-0.5,13.0,2.3,105.55602548049077,4.006172839506172,,63.45804818193239,42.17236934693085,28.659476117103235,75.80893682588598,72.11093990755008,46.0,11.0,0
Mike Yastrzemski,2 Tms,12.9,19.400000000000002,0.17,0.263,0.233,0.333,0.403,0.321,106.0,1.8,5.7,2.3,93.41104170502494,3.4444444444444446,,70.28887566082744,40.051492093169095,18.27956989247312,73.11827956989248,49.46236559139785,58.0,0.0,0
Otto Lopez,MIA,7.3999999999999995,13.8,0.121,0.264,0.246,0.305,0.368,0.295,86.0,0.7,-9.0,2.3,76.8929514522653,3.6666666666666665,,74.46313876074666,25.901217658499263,15.151515151515152,66.66666666666667,77.77777777777777,12.0,16.0,0
Addison Barger,TOR,7.199999999999999,24.099999999999998,0.211,0.284,0.243,0.301,0.454,0.322,107.0,-0.3,3.7,2.2,95.38593226513719,3.0987654320987654,,68.95046095631221,45.42291307841554,25.099601593625497,72.90836653386454,88.44621513944223,52.0,30.0,0
Jose Altuve,HOU,8.4,16.7,0.177,0.283,0.265,0.329,0.442,0.331,113.0,-1.4000000000000001,8.9,2.1,101.13394256606867,4.037037037037037,,73.20038384297904,34.477187418318444,23.853211009174313,73.39449541284404,70.64220183486239,52.0,12.0,0
Marcus Semien,TEX,9.4,17.4,0.134,0.251,0.23,0.305,0.364,0.295,89.0,2.9,-4.0,2.1,75.97634890317353,3.2962962962962963,,76.27119376429796,34.68097997730116,16.853932584269664,69.66292134831461,69.66292134831461,12.0,29.0,0
Alec Burleson,STL,7.1,14.499999999999998,0.169,0.312,0.29,0.343,0.459,0.346,124.0,-1.0,14.9,2.1,109.27841237381202,3.3703703703703702,,74.40312013091363,25.027927536325343,19.78021978021978,59.34065934065934,75.82417582417582,41.0,27.0,0
J.T. Realmuto,PHI,6.4,23.5,0.127,0.321,0.257,0.315,0.384,0.307,94.0,0.7,-3.3000000000000007,2.1,83.59429663013474,3.3950617283950617,,62.08908212353928,46.28225104817681,13.090909090909092,62.18181818181818,56.72727272727273,31.0,22.0,0
Lawrence Butler,ATH,9.4,28.4,0.17,0.304,0.234,0.306,0.404,0.31,96.0,3.3,0.0,2.0,85.4458678922414,3.888888888888889,,52.83306325689527,44.090134360555346,20.0,79.04761904761905,60.0,31.0,2.0,0
Ryan McMahon,2 Tms,11.899999999999999,32.300000000000004,0.167,0.294,0.214,0.312,0.381,0.306,86.0,0.6000000000000001,-8.899999999999999,1.9,81.9963642238652,3.617283950617284,,56.04893617173265,59.690287754846096,20.477815699658702,63.48122866894198,54.26621160409557,34.0,0.0,0
Mike Trout,LAA,15.6,32.0,0.206,0.31,0.232,0.359,0.439,0.343,120.0,-0.5,12.4,1.8,109.55129559875702,3.432098765432099,,50.73153259825362,60.47108329071452,28.057553956834532,78.77697841726619,69.06474820143885,6.0,14.0,0
Josh Smith,TEX,9.8,17.8,0.115,0.295,0.251,0.335,0.366,0.311,100.0,1.9000000000000001,2.0999999999999996,1.8,85.53945512222666,3.4753086419753085,,68.61143894325505,34.71868567976737,10.657193605683837,74.60035523978685,37.300177619893425,57.0,29.0,0
Brandon Lowe,TBR,6.9,26.900000000000002,0.221,0.297,0.256,0.307,0.477,0.334,114.0,-1.8,7.4,1.7,102.47735791131625,3.4135802469135803,,60.3460430250997,49.68620026307493,33.634719710669074,85.71428571428571,90.05424954792043,52.0,28.0,0
Alec Bohm,PHI,5.800000000000001,16.3,0.123,0.324,0.287,0.331,0.409,0.322,105.0,-2.7999999999999994,0.09999999999999964,1.7,94.17895853236209,3.111111111111111,,72.89893243576941,33.27888798716499,13.095238095238095,63.095238095238095,70.23809523809524,41.0,22.0,0
Josh Jung,TEX,5.3,25.2,0.139,0.316,0.251,0.294,0.39,0.298,91.0,-1.6,-6.899999999999999,1.7,78.59583699261732,3.154320987654321,,63.74448540131952,46.20313098701101,16.438356164383563,62.23091976516634,71.62426614481409,50.0,29.0,0
Yainer Diaz,HOU,3.5,16.8,0.161,0.277,0.256,0.284,0.417,0.3,92.0,-1.7,-7.100000000000001,1.7,81.74796921748428,3.5,,68.84065933185387,37.11670188584452,21.164021164021165,59.25925925925926,74.07407407407408,31.0,12.0,0
Oneil Cruz,PIT,11.799999999999999,32.0,0.178,0.262,0.2,0.298,0.378,0.295,86.0,5.8,-3.5,1.6,77.060003337943,3.3580246913580245,,54.35568390777574,60.63657428261637,22.058823529411764,68.38235294117646,67.27941176470588,34.0,23.0,0
Vinnie Pasquantino,KCR,7.199999999999999,15.7,0.211,0.271,0.264,0.323,0.475,0.34,116.0,-4.6,8.0,1.4999999999999998,106.87495260717421,4.209876543209877,,73.30448060950482,30.80866395568184,28.1524926686217,63.34310850439883,99.41348973607037,1.0,13.0,0
Nolan Schanuel,LAA,10.5,12.6,0.125,0.286,0.264,0.353,0.389,0.327,109.0,-1.2,4.5,1.4,96.27280274620857,3.4814814814814814,,82.41825486532855,28.83752846748419,12.76595744680851,68.08510638297872,56.38297872340426,2.0,14.0,0
Ke'Bryan Hayes,2 Tms,6.3,19.5,0.07,0.289,0.235,0.29,0.306,0.266,65.0,-0.9,-24.6,1.4,58.133209469089394,3.5185185185185186,,70.83786280024867,42.24211798007521,5.263157894736841,52.63157894736842,51.578947368421055,41.0,0.0,0
Miguel Vargas,CHW,9.8,17.599999999999998,0.167,0.261,0.234,0.316,0.401,0.314,101.0,0.10000000000000003,0.7000000000000011,1.4,87.79335096192496,3.5123456790123457,,76.44236867248861,40.54814156188807,16.87170474516696,84.3585237258348,63.2688927943761,12.0,7.0,0
Joey Ortiz,MIL,5.3,14.6,0.087,0.26,0.23,0.276,0.317,0.263,67.0,2.5000000000000004,-17.5,1.4,56.404957504988396,3.123456790123457,,77.92034187435321,30.87245196202786,8.300395256916994,73.51778656126483,53.359683794466406,56.0,17.0,0
Michael Harris II,ATL,2.5,20.0,0.16,0.281,0.249,0.268,0.409,0.289,83.0,2.1,-11.0,1.4,75.05886814889693,3.95679012345679,,67.99711958188534,38.25446010142228,18.720748829953198,51.482059282371296,80.49921996879876,31.0,3.0,0
Gavin Sheets,SDP,8.1,19.6,0.177,0.284,0.252,0.317,0.429,0.323,111.0,-1.5,5.400000000000001,1.4,94.51306230371752,3.3641975308641974,,66.22101205116577,36.289728006997876,20.91743119266055,62.75229357798165,78.1651376146789,52.0,24.0,0
Lenyn Sosa,CHW,3.3000000000000007,23.3,0.17,0.309,0.264,0.293,0.434,0.313,100.0,-0.5,-0.8000000000000025,1.3,88.37497153447646,3.3580246913580245,,65.37136413078343,49.004817926632455,24.264705882352942,62.86764705882353,82.72058823529412,52.0,7.0,0
Matt McLain,CIN,9.5,28.9,0.124,0.292,0.22,0.3,0.343,0.286,77.0,3.4,-12.3,1.3,69.6467180296906,3.5617283950617282,,58.25782591619452,49.18766450709552,15.59792027729636,75.90987868284229,51.99306759098787,39.0,8.0,0
Chase Meidroth,CHW,8.9,14.299999999999999,0.067,0.291,0.253,0.329,0.32,0.294,87.0,-1.1,-9.100000000000001,1.3,73.17756481876994,3.117283950617284,,76.10388185331462,30.851485567116534,5.9405940594059405,64.15841584158416,27.32673267326733,7.0,7.0,0
Ozzie Albies,ATL,8.200000000000001,14.099999999999998,0.124,0.259,0.24,0.306,0.365,0.295,87.0,2.2,-8.2,1.3,76.50899303859671,4.117283950617284,,74.32673989811883,27.733508979335102,14.3928035982009,66.56671664167916,66.56671664167916,12.0,3.0,0
Jo Adell,LAA,5.800000000000001,26.400000000000002,0.249,0.257,0.236,0.293,0.485,0.333,112.0,0.6000000000000001,9.0,1.2,100.06165403539642,3.537037037037037,,61.12401229775966,46.84984829339219,38.7434554973822,65.96858638743456,102.61780104712042,6.0,14.0,0
Jackson Holliday,BAL,8.6,21.6,0.133,0.291,0.242,0.314,0.375,0.304,96.0,-2.6,-6.0,1.2,81.22844739652804,4.006172839506172,,64.31846126532443,40.136947698102475,15.716486902927581,64.71494607087827,50.847457627118644,31.0,4.0,0
Marcell Ozuna,ATL,15.899999999999999,24.3,0.168,0.28,0.232,0.355,0.4,0.334,114.0,-2.7,7.0,1.2,99.40044675251139,3.654320987654321,,63.49757877596921,53.95259540915015,21.283783783783782,61.82432432432432,68.91891891891892,6.0,3.0,0
Kyle Manzardo,CLE,9.0,25.4,0.221,0.265,0.234,0.313,0.455,0.329,113.0,-0.5,7.4,1.2,99.257004880213,3.2777777777777777,,58.71563340904373,42.08992811584518,30.508474576271187,53.10734463276836,79.09604519774011,52.0,9.0,0
Christian Walker,HOU,6.3,27.700000000000003,0.183,0.291,0.238,0.297,0.421,0.31,99.0,-1.9,-2.6999999999999993,1.1,86.60998724252917,3.950617283950617,,61.03762301284776,51.10699451515495,25.3125,67.5,82.5,52.0,12.0,0
Heliot Ramos,SFG,7.5,22.7,0.144,0.309,0.256,0.328,0.4,0.319,106.0,-2.6,2.6999999999999993,1.1,91.2061223024549,4.290123456790123,,60.90623423805763,38.27128664651487,18.1294964028777,73.38129496402878,59.568345323741006,31.0,26.0,0
Bryan Reynolds,PIT,8.7,26.5,0.157,0.319,0.245,0.318,0.402,0.315,99.0,0.4000000000000001,-0.1999999999999975,1.1,88.6294885954984,4.037037037037037,,55.33243367855124,45.06040529269265,14.678899082568808,62.38532110091743,66.97247706422019,31.0,23.0,0
Anthony Volpe,NYY,7.199999999999999,25.2,0.18,0.252,0.212,0.272,0.391,0.286,83.0,1.2,-10.899999999999999,1.1,72.14813067058499,3.6790123456790123,,61.460820965640835,45.98290404170114,19.12751677852349,65.43624161073825,72.48322147651007,39.0,20.0,0
Spencer Steer,CIN,9.0,22.7,0.173,0.277,0.238,0.312,0.411,0.316,97.0,-0.7,-2.6999999999999993,0.8999999999999999,88.8708833420534,3.506172839506173,,66.07314337119995,43.01060617986697,22.183098591549296,69.71830985915493,79.22535211267606,31.0,8.0,0
Jordan Beck,COL,7.3,29.599999999999994,0.158,0.351,0.258,0.317,0.416,0.319,90.0,-0.10000000000000003,-6.800000000000001,0.8999999999999999,91.5341040191693,3.6296296296296298,,55.908601143084525,51.513471752879724,16.3265306122449,63.265306122448976,54.08163265306123,14.0,10.0,0
Luis Arraez,SDP,5.0,3.1000000000000014,0.1,0.289,0.292,0.327,0.392,0.313,104.0,-0.4,2.8000000000000007,0.8999999999999999,89.06942370612114,4.166666666666667,,84.87911501102383,11.144916789132271,7.111111111111109,58.666666666666664,54.22222222222222,1.0,24.0,0
Lars Nootbaar,STL,11.0,20.4,0.128,0.279,0.234,0.325,0.361,0.304,96.0,-1.5,-4.199999999999999,0.8000000000000003,81.35876695435952,3.5987654320987654,,68.1763205362058,35.413160838200895,13.379073756432247,69.9828473413379,49.39965694682677,58.0,27.0,0
Paul Goldschmidt,NYY,6.7,18.7,0.129,0.325,0.274,0.328,0.403,0.316,103.0,-2.5,-0.3999999999999986,0.8000000000000003,91.89357421427373,3.2962962962962963,,68.26999435668456,35.350807157646194,11.235955056179776,85.3932584269663,50.561797752808985,42.0,20.0,0
Lourdes Gurriel Jr.,ARI,5.7,13.900000000000002,0.17,0.254,0.248,0.295,0.418,0.307,95.0,-0.7,-4.199999999999999,0.8000000000000003,85.31554833440988,3.3703703703703702,,80.58906701161402,35.15277576219678,20.87912087912088,57.142857142857146,87.91208791208791,31.0,1.0,0
Adolis Garc穩a,TEX,5.1,24.7,0.168,0.267,0.227,0.271,0.394,0.286,83.0,1.5,-9.599999999999998,0.8000000000000003,72.53208908425357,3.376543209876543,,67.85983316916465,50.9204726260145,20.840950639853748,63.61974405850091,82.26691042047533,5.0,29.0,0
Luis Garc穩a Jr.,WSN,5.1,16.0,0.16,0.27,0.252,0.289,0.412,0.3,91.0,-0.9,-6.5,0.6999999999999997,82.1196835218708,3.246913580246914,,73.23174916768681,31.53193045402672,18.250950570342205,76.42585551330798,75.2851711026616,12.0,31.0,0
Teoscar Hern獺ndez,LAD,4.8,24.5,0.207,0.283,0.247,0.284,0.454,0.315,102.0,-0.8,0.40000000000000036,0.6999999999999997,90.2265427965831,3.3703703703703702,,61.47805095646692,46.0760074809574,27.47252747252747,71.42857142857143,97.8021978021978,5.0,15.0,0
Brenton Doyle,COL,5.6000000000000005,25.7,0.143,0.292,0.235,0.276,0.378,0.284,66.0,1.3,-20.2,0.5,70.38314637863775,3.3209876543209877,,63.42813172855271,51.49160768157023,16.728624535315983,63.56877323420074,63.56877323420074,50.0,10.0,0
Salvador Perez,KCR,4.3999999999999995,19.5,0.209,0.251,0.236,0.284,0.446,0.311,95.0,-4.8,-8.2,0.5,88.39333769839959,3.95679012345679,,63.21626597166201,29.92068762426772,28.0811232449298,50.546021840873635,93.60374414976599,31.0,13.0,0
Brooks Lee,MIN,5.8999999999999995,17.5,0.133,0.258,0.236,0.285,0.37,0.286,81.0,-2.9,-15.0,0.2999999999999998,71.28138276380636,3.253086419753086,,71.05766818220275,37.45742918324076,18.216318785578746,56.92599620493359,72.86527514231499,39.0,18.0,0
Gavin Lux,CIN,11.1,22.7,0.105,0.351,0.269,0.35,0.374,0.322,102.0,0.0,0.8999999999999986,0.2999999999999998,91.92506269266376,3.1049382716049383,,63.6043352457963,47.69759460186571,5.964214711729621,58.4493041749503,63.220675944334,14.0,8.0,0
Trevor Larnach,MIN,9.3,21.5,0.153,0.295,0.25,0.323,0.404,0.317,102.0,-2.0,-0.8000000000000025,0.20000000000000018,90.60525736079548,3.5,,70.56252551301071,37.65456865670686,17.98941798941799,65.60846560846561,63.492063492063494,31.0,18.0,0
Josh Bell,WSN,10.7,16.5,0.182,0.249,0.239,0.326,0.421,0.326,109.0,-6.1,-0.3999999999999986,0.20000000000000018,95.41129868888616,3.2901234567901234,,65.71956117166332,29.865293620014175,24.765478424015008,60.78799249530957,70.91932457786116,1.0,31.0,0
Luis Rengifo,LAA,6.1,19.2,0.098,0.281,0.238,0.287,0.335,0.275,73.0,-0.5,-17.9,0.0,63.86809745555393,3.3395061728395063,,69.6896615522854,42.60820825028986,9.981515711645104,60.99815157116451,47.689463955637706,41.0,14.0,0
Agust穩n Ram穩rez,MIA,6.2,19.3,0.182,0.253,0.231,0.287,0.413,0.302,91.0,-0.9,-7.199999999999999,0.0,81.74184716284327,3.611111111111111,,71.37394204334313,38.03844438661995,21.53846153846154,73.84615384615384,68.71794871794872,31.0,16.0,0
Andrew McCutchen,PIT,12.2,21.4,0.128,0.289,0.239,0.333,0.367,0.309,95.0,-4.3,-7.300000000000001,-0.10000000000000009,85.16161876319907,3.4012345679012346,,66.38405193985697,34.59190887955148,14.156079854809438,55.53539019963702,62.06896551724138,58.0,23.0,0
Jonathan India,KCR,9.5,18.7,0.113,0.279,0.233,0.323,0.346,0.301,89.0,-2.6,-10.100000000000001,-0.2999999999999998,77.31452039896492,3.5,,65.83128604337907,34.42855700514393,9.523809523809526,66.66666666666667,47.61904761904762,57.0,13.0,0
Nathaniel Lowe,2 Tms,10.2,26.1,0.154,0.285,0.228,0.307,0.381,0.301,91.0,-4.2,-10.600000000000001,-0.3999999999999999,80.478896733114,3.759259259259259,,66.53090194929206,48.060176752817156,17.733990147783253,63.05418719211823,82.75862068965517,31.0,0.0,0
Eric Wagaman,MIA,6.2,19.5,0.128,0.296,0.25,0.296,0.378,0.293,85.0,-1.6,-10.700000000000003,-0.3999999999999999,76.45301634164252,3.1728395061728394,,68.94842525833987,39.561037085825134,10.505836575875486,65.36964980544747,61.86770428015564,31.0,16.0,0
Nick Castellanos,PHI,5.4,22.6,0.15,0.298,0.25,0.294,0.4,0.3,90.0,-1.8,-9.0,-0.6000000000000005,80.88734336534674,3.6358024691358026,,66.11654029250602,44.57320999026589,17.31748726655348,73.3446519524618,73.3446519524618,31.0,22.0,0
Aaron Judge,NYY,18.9,24.3,0.379,0.367,0.322,0.458,0.701,0.476,220.0,-0.5,96.0,11.3,199.63461888114114,4.345679012345679,,58.26880125809016,52.70255709045882,49.43181818181818,103.97727272727273,122.72727272727273,46.0,20.0,0
Bobby Witt Jr.,KCR,8.0,15.0,0.256,0.354,0.332,0.389,0.588,0.41,169.0,4.5,60.6,10.5,152.79954549693232,4.3765432098765435,,71.794299451107,29.412693812159112,27.080394922425953,105.78279266572638,92.24259520451339,46.0,13.0,0
Shohei Ohtani,LAD,11.1,22.2,0.336,0.336,0.31,0.39,0.646,0.431,180.0,9.7,79.4,8.9,166.3937759569131,4.512345679012346,,62.722265244383856,42.14262244726498,44.322845417236664,109.98632010943912,106.703146374829,46.0,15.0,0
Juan Soto,NYY,18.099999999999998,16.7,0.281,0.298,0.288,0.419,0.569,0.421,181.0,-3.9,62.2,8.3,157.55048833325364,4.401234567901234,,65.54606045318364,33.26245519878098,34.50210378681627,107.71388499298737,91.72510518934081,46.0,20.0,0
Gunnar Henderson,BAL,10.8,22.1,0.248,0.32,0.281,0.364,0.529,0.381,154.0,4.0,48.2,7.9,131.69232044407283,4.438271604938271,,60.44348640947109,40.6659857567293,30.876216968011125,98.47009735744089,76.77329624478442,56.0,4.0,0
Francisco Lindor,NYM,8.1,18.4,0.227,0.295,0.273,0.344,0.5,0.363,137.0,4.0,34.4,7.700000000000001,118.97708200015273,4.253086419753086,,71.59593366975514,33.60107050178188,28.737300435413644,93.17851959361393,79.24528301886792,3.0,19.0,0
Jarren Duran,BOS,7.3,21.8,0.207,0.345,0.285,0.342,0.492,0.357,131.0,8.3,34.2,6.8,116.53688990566877,4.537037037037037,,62.19895813072901,46.83018348399648,17.142857142857142,90.61224489795919,61.224489795918366,3.0,5.0,0
Elly De La Cruz,CIN,9.9,31.3,0.212,0.359,0.259,0.339,0.471,0.349,119.0,7.5,23.5,6.5,110.81424602848627,4.296296296296297,,50.521548870087855,58.60422896828329,21.551724137931036,90.51724137931035,65.51724137931035,46.0,8.0,0
Jos矇 Ram穩rez,CLE,7.9,12.0,0.258,0.265,0.279,0.335,0.537,0.364,141.0,6.3,38.6,6.5,124.72421409589943,4.209876543209877,,76.68087057436577,26.32400725623888,34.3108504398827,100.29325513196481,103.81231671554252,3.0,9.0,0
Ketel Marte,ARI,11.1,18.2,0.268,0.299,0.292,0.372,0.56,0.391,152.0,0.9000000000000001,36.9,6.3,141.22393818473594,3.5987654320987654,,71.14207502750615,37.01784661197864,37.04974271012007,95.71183533447685,97.77015437392797,0.0,1.0,0
William Contreras,MIL,11.5,20.5,0.185,0.33,0.281,0.365,0.466,0.359,132.0,-2.6,23.1,5.5,117.55932379402782,4.191358024691358,,61.41198854472023,36.71474328773534,20.3240058910162,87.48159057437408,81.2960235640648,46.0,17.0,0
Matt Chapman,SFG,9.9,24.4,0.216,0.293,0.247,0.328,0.463,0.34,121.0,3.7,19.7,5.4,105.64261245065012,3.993827160493827,,63.08750324721149,45.65773151321935,25.038639876352395,90.88098918083462,72.3338485316847,46.0,26.0,0
Cal Raleigh,SEA,11.1,28.000000000000004,0.216,0.251,0.22,0.312,0.436,0.323,118.0,-2.6,10.0,5.4,94.59964927387689,3.876543209876543,,55.23651957161788,51.92813666868655,32.48407643312102,69.7452229299363,95.54140127388536,6.0,25.0,0
Jackson Merrill,SDP,4.9,17.0,0.208,0.318,0.292,0.326,0.5,0.352,130.0,3.7,24.7,5.3,113.51419903344846,3.6604938271604937,,65.5598954485064,33.883759429978596,24.283305227655987,77.90893760539629,91.06239460370995,31.0,24.0,0
Vladimir Guerrero Jr.,TOR,10.299999999999999,13.8,0.221,0.342,0.323,0.396,0.544,0.398,164.0,-5.6000000000000005,45.8,5.3,144.84137194397465,4.302469135802469,,68.51629733589607,35.65637315307317,25.82496413199426,84.36154949784792,88.66571018651364,56.0,30.0,0
Yordan Alvarez,HOU,10.9,15.0,0.259,0.317,0.308,0.392,0.567,0.402,167.0,-2.9,45.8,5.2,148.89786260865128,3.919753086419753,,76.01054578395605,32.25391479378962,33.07086614173228,83.14960629921259,81.25984251968504,56.0,12.0,0
Brent Rooker,OAK,9.6,28.799999999999997,0.269,0.362,0.293,0.365,0.562,0.392,164.0,0.8,45.5,5.1,139.55778497223008,3.7901234567901234,,52.64280569013062,50.94075996593615,38.11074918566775,80.13029315960912,109.44625407166124,56.0,21.0,0
Bryce Harper,PHI,12.0,21.9,0.24,0.331,0.285,0.373,0.525,0.38,144.0,-0.5,32.5,5.1,133.50715937833323,3.8950617283950617,,59.388115594791635,43.33232744119321,28.526148969889064,80.82408874801902,82.72583201267828,46.0,22.0,0
